"DocType:","Generic Drug Name","","","","","","","","","","","","~","Generic Drug Formula Link","preparation","~","Generic Drug Route","route","~","Generic Drug UOM","drug_uom","","~","Generic Name Formulation","generic_name_formulation","","","","","","","","","","","~","Age Weight Band Details","ageweight_band","","","","","","","","","","","","","","","","","~","GCH Standard Guideline Detail","gch_standard_treatment_guideline_detail","","","","","","","~","GCH Standard Guideline Detail","diagnosis","","","","","",""
"Column Labels:","ID","Code","Generic Name","Main Category","Classification","Sub Classification","Is Triage Medication","Is Controlled Drug","Is High Alert","Emergency Medication","Kranium Code","Kranium Name","","ID","Generic Drug Formula","","ID","Drug Route","","ID","Preparation","UOM","","ID","Route","Preparation","Min Dose","Max Dose","UOM","Absolute Max","Frequency","Period Type","Min Duration","Max Duration","Label","","ID","Route","Preparation","A. Operation","Age","Type","W/A. Operation","W. Operation","Min Dose","Max Dose","UOM","Weight","Absolute Max","Frequency","Period","Min Duration","Max Duration","Label","","ID","Formula","Generic Drug Name","Medical code","Diagnosis","Code","Generic Drug","Description","","ID","Formula","Generic Drug Name","Medical code","Diagnosis","Code","Generic Drug","Description"
"Column Name:","name","code","generic_name","main_category","classification","sub_classification","is_triage_medication","is_controlled_drug","is_high_alert","emergency_medication","kranium_code","kranium_name","~","name","generic_drug_formula","~","name","drug_route","~","name","preparation","uom","~","name","route","preparation","minimum_dose","maximum_dose","uom","absolute_maximum","frequency","period_type","min_duration","max_duration","label","~","name","route","preparation","a_operation","age","type","wa_operation","w_operation","min_dose","max_dose","uom","weight","absolute_max","frequency","period","min_duration","max_duration","label","~","name","treatment_option","generic_drug_name","medical_code","standard_treatment","code","generic_drug","description","~","name","treatment_option","generic_drug_name","medical_code","standard_treatment","code","generic_drug","description"
"Mandatory:","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","","Yes","Yes","","Yes","Yes","","Yes","No","No","","Yes","No","No","No","No","No","No","No","No","No","No","No","","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","Yes","Yes","No","No","No","No","No","No","","Yes","Yes","No","No","No","No","No","No"
"Type:","Data","Link","Data","Link","Select","Select","Check","Check","Check","Check","Data","Data","","Data","Link","","Data","Link","","Data","Link","Link","","Data","Link","Link","Float","Float","Link","Float","Int","Select","Int","Int","Data","","Data","Link","Link","Select","Data","Select","Select","Select","Data","Data","Link","Data","Data","Int","Select","Int","Int","Data","","Data","Link","Data","Link","Link","Data","Link","Data","","Data","Link","Data","Link","Link","Data","Link","Data"
"Info:","","Valid Medical Code","","Valid Generic Main Category","","","0 or 1","0 or 1","0 or 1","0 or 1","","","","","Valid Drug Formula","","","Valid Drug Route","","","Valid Drug Formula","Valid UOM","","","Valid Drug Route","Valid Drug Formula","","","Valid UOM","","Integer","One of: Hours, Days, Weeks","Integer","Integer","","","","Valid Drug Route","Valid Drug Formula","One of: Equal to, Less than, Less than or equal to, Greater than, Greater than or equal to","","One of: Days, Weeks, Months, Years","One of: Or, And","One of: Equal to, Less than, Less than or equal to, Greater than, Greater than or equal to","","","Valid UOM","","","Integer","One of: Day, Week, Month, Year","Integer","Integer","","","","Valid Drug Formula","","Valid Medical Code","Valid GCH Standard Treatment Guideline","","Valid Generic Drug Name","","","","Valid Drug Formula","","Valid Medical Code","Valid GCH Standard Treatment Guideline","","Valid Generic Drug Name",""
"Start entering data below this line"
"","""ATC J05AB06 - ganciclovir""","ATC J05AB06","ganciclovir","UploadData","UploadData","",0,0,0,0,"GEN0370","Ganciclovir","","""eb4976f83d""","UploadData","","""4c07849038""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N03AX12 - gabapentin""","ATC N03AX12","gabapentin","UploadData","UploadData","",0,0,0,0,"GEN0369","Gabapentin","","""759306cc67""","UploadData","","""39b49d18a8""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D06AX01 - fusidic acid""","ATC D06AX01","fusidic acid","UploadData","UploadData","",0,0,0,0,"GEN0367","Fusidic Acid","","""4bd34a374d""","UploadData","","""7f1008e260""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C09AA09 - fosinopril""","ATC C09AA09","fosinopril","UploadData","UploadData","",0,0,0,0,"GEN0365","Fosinopril","","""a68a2c4559""","UploadData","","""04e676a52c""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC B01AX05 - fondaparinux""","ATC B01AX05","fondaparinux","UploadData","UploadData","",0,0,0,0,"GEN0362","Fondaparinux","","""5f61359045""","UploadData","","""a07a807f70""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC B03BB01 - folic acid""","ATC B03BB01","folic acid","UploadData","UploadData","",0,0,0,0,"GEN0360","Folic Acid","","""2d4083f1c3""","UploadData","","""9f063bd1c8""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R01AD12 - fluticasone furoate""","ATC R01AD12","fluticasone furoate","UploadData","UploadData","",0,0,0,0,"GEN0358","Fluticasone furoate","","""9e5038450b""","UploadData","","""33c50b4751""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N06AB03 - fluoxetine""","ATC N06AB03","fluoxetine","UploadData","UploadData","",0,0,0,0,"GEN0354","Fluoxetine","","""9b170c3b30""","UploadData","","""8b0c83715e""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C05AA10 - fluocinolone acetonide""","ATC C05AA10","fluocinolone acetonide","UploadData","UploadData","",0,0,0,0,"GEN0350","Fluocinolone acetonide","","""1d345eec05""","UploadData","","""f7f9fc9fbd""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N05CD03 - flunitrazepam""","ATC N05CD03","flunitrazepam","UploadData","UploadData","",0,0,0,0,"GEN0349","Flunitrazepam","","""2f6ab6205a""","UploadData","","""a357ff3da4""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC V03AB25 - flumazenil""","ATC V03AB25","flumazenil","UploadData","UploadData","",0,0,0,0,"GEN0347","Flumazenil","","""76551ea538""","UploadData","","""2492eb7d25""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC H02AA02 - fludrocortisone""","ATC H02AA02","fludrocortisone","UploadData","UploadData","",0,0,0,0,"GEN0346","Fludrocortisone","","""6c27ddb763""","UploadData","","""6a9acc2e41""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D01AC15 - fluconazole""","ATC D01AC15","fluconazole","UploadData","UploadData","",0,0,0,0,"GEN0345","Fluconazole","","""4a9165f13f""","UploadData","","""16de896a41""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01CF05 - flucloxacillin""","ATC J01CF05","flucloxacillin","UploadData","UploadData","",0,0,0,0,"GEN0344","Flucloxacillin","","""5bfccc906b""","UploadData","","""835fb5e99c""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G04BD02 - flavoxate""","ATC G04BD02","flavoxate","UploadData","UploadData","",0,0,0,0,"GEN0343","Flavoxate","","""291e5b8c8c""","UploadData","","""8ccc529fb7""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D11AX10 - finasteride""","ATC D11AX10","finasteride","UploadData","UploadData","",0,0,0,0,"GEN0342","Finasteride","","""44476df367""","UploadData","","""3c5fffb7bf""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L03AA02 - filgrastim""","ATC L03AA02","filgrastim","UploadData","UploadData","",0,0,0,0,"GEN0341","Filgrastim","","""198163136b""","UploadData","","""7a8813d6f1""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R06AX26 - fexofenadine""","ATC R06AX26","fexofenadine","UploadData","UploadData","",0,0,0,0,"GEN0340","Fexofenadine","","""23088d9ed4""","UploadData","","""e2005f5fec""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N01AH01 - fentanyl""","ATC N01AH01","fentanyl","UploadData","UploadData","",0,0,0,0,"GEN0331","Fentanyl","","""50a085a3ab""","UploadData","","""c4ae6d91e2""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G02CA03 - fenoterol""","ATC G02CA03","fenoterol","UploadData","UploadData","",0,0,0,0,"GEN0330","Fenoterol","","""b1383acf02""","UploadData","","""d57f6b275e""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C10AB05 - fenofibrate""","ATC C10AB05","fenofibrate","UploadData","UploadData","",0,0,0,0,"GEN0329","Fenofibrate","","""8b589fc5e2""","UploadData","","""1883f05730""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C08CA02 - felodipine""","ATC C08CA02","felodipine","UploadData","UploadData","",0,0,0,0,"GEN0327","Felodipine","","""aec612c4a2""","UploadData","","""98948320e9""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L01CB01 - etoposide""","ATC L01CB01","etoposide","UploadData","UploadData","",0,0,0,0,"GEN0322","Etoposide","","""a38e2c06a1""","UploadData","","""28f910513e""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC M02AA06 - etofenamate""","ATC M02AA06","etofenamate","UploadData","UploadData","",0,0,0,0,"GEN0321","Etofenamate","","""9033b732d9""","UploadData","","""99f0f9a5a8""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N03AD01 - ethosuximide""","ATC N03AD01","ethosuximide","UploadData","UploadData","",0,0,0,0,"GEN0318","Ethosuximide","","""4513b4ed69""","UploadData","","""8cfced19b5""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J04AK02 - ethambutol""","ATC J04AK02","ethambutol","UploadData","UploadData","",0,0,0,0,"GEN0315","Ethambutol","","""05bf0e07b3""","UploadData","","""26fce493e4""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC B02BX01 - etamsylate""","ATC B02BX01","etamsylate","UploadData","UploadData","",0,0,0,0,"GEN0314","Etamsylate","","""3f126d0980""","UploadData","","""45b6faf720""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G03CA03 - estradiol""","ATC G03CA03","estradiol","UploadData","UploadData","",0,0,0,0,"GEN0313","Estradiol","","""878908e28c""","UploadData","","""a782432da7""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A02BC05 - esomeprazole""","ATC A02BC05","esomeprazole","UploadData","UploadData","",0,0,0,0,"GEN0310","Esomeprazole","","""5a9127829e""","UploadData","","""8fc2bdfb27""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC B03XA01 - erythropoietin""","ATC B03XA01","erythropoietin","UploadData","UploadData","",0,0,0,0,"GEN0309","Erythropoietin","","""e18348a663""","UploadData","","""e072044415""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D10AF02 - erythromycin""","ATC D10AF02","erythromycin","UploadData","UploadData","",0,0,0,0,"GEN0307","Erythromycin","","""dc37230b06""","UploadData","","""5eeb348b98""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G02AB03 - ergometrine""","ATC G02AB03","ergometrine","UploadData","UploadData","",0,0,0,0,"GEN0305","Ergometrine","","""330b1b16cc""","UploadData","","""097822c25b""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R06AX24 - epinastine""","ATC R06AX24","epinastine","UploadData","UploadData","",0,0,0,0,"GEN0304","Epinastine","","""b547b790f9""","UploadData","","""214ae5e1ce""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C01CA26 - ephedrine""","ATC C01CA26","ephedrine","UploadData","UploadData","",0,0,0,0,"GEN0302","Ephedrine","","""2e5f3e08f1""","UploadData","","""25f650833a""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC B01AB05 - enoxaparin""","ATC B01AB05","enoxaparin","UploadData","UploadData","",0,0,0,0,"GEN0301","Enoxaparin","","""021f55bdec""","UploadData","","""ce840ea5f6""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N01AB04 - enflurane""","ATC N01AB04","enflurane","UploadData","UploadData","",0,0,0,0,"GEN0300","Enflurane","","""ab9bad5512""","UploadData","","""a82c3f55b5""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C09AA02 - enalapril""","ATC C09AA02","enalapril","UploadData","UploadData","",0,0,0,0,"GEN0298","Enalapril","","""9b1139c9f6""","UploadData","","""afe8762cde""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R06AX22 - ebastine""","ATC R06AX22","ebastine","UploadData","UploadData","",0,0,0,0,"GEN0294","Ebastine","","""e50d527deb""","UploadData","","""562c8460db""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G03DB01 - dydrogesterone""","ATC G03DB01","dydrogesterone","UploadData","UploadData","",0,0,0,0,"GEN0293","Dydrogesterone","","""91e0f81e06""","UploadData","","""58d4a26628""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N06AX21 - duloxetine""","ATC N06AX21","duloxetine","UploadData","UploadData","",0,0,0,0,"GEN0292","Duloxetine","","""ce9f22cfb0""","UploadData","","""57bcb6bf02""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A03AD02 - drotaverine""","ATC A03AD02","drotaverine","UploadData","UploadData","",0,0,0,0,"GEN0291","Drotaverine","","""b73c6cef38""","UploadData","","""0a10e83c33""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A01AB22 - doxycycline""","ATC A01AB22","doxycycline","UploadData","UploadData","",0,0,0,0,"GEN0287","Doxycycline","","""393219d1ca""","UploadData","","""d0c93b3e17""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L01DB01 - doxorubicin""","ATC L01DB01","doxorubicin","UploadData","UploadData","",0,0,0,0,"GEN0285","Doxorubicin","","""d00b59028f""","UploadData","","""71921b648b""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A03FA03 - domperidone""","ATC A03FA03","domperidone","UploadData","UploadData","",0,0,0,0,"GEN0283","Domperidone","","""8e6e13de77""","UploadData","","""1b3ac88016""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C01CA07 - dobutamine""","ATC C01CA07","dobutamine","UploadData","UploadData","",0,0,0,0,"GEN0282","DOBUTamine","","""fb7a6df8af""","UploadData","","""b7c05f0a7d""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D05AC01 - dithranol""","ATC D05AC01","dithranol","UploadData","UploadData","",0,0,0,0,"GEN0281","Dithranol","","""63223434ad""","UploadData","","""e81b72d26c""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D04AA32 - diphenhydramine""","ATC D04AA32","diphenhydramine","UploadData","UploadData","",0,0,0,0,"GEN0275","Diphenhydramine","","""769fec32fd""","UploadData","","""c95f9d42b5""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G02AD02 - dinoprostone""","ATC G02AD02","dinoprostone","UploadData","UploadData","",0,0,0,0,"GEN0273","Dinoprostone","","""0433807523""","UploadData","","""073e858a12""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R06AA11 - dimenhydrinate""","ATC R06AA11","dimenhydrinate","UploadData","UploadData","",0,0,0,0,"GEN0270","Dimenhydrinate","","""f2abe212ff""","UploadData","","""fd087f095d""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
